头结点	边	尾节点
734	contains	325
734	contains	145
734	contains	326
734	contains	327
734	contains	328
734	contains	32
734	contains	329
734	contains	330
734	contains	141
734	contains	9
734	contains	32
735	contains	275
736	contains	34
737	contains	153
737	contains	331
737	contains	332
738	contains	333
739	contains	334
739	contains	335
739	contains	336
739	contains	275
740	contains	337
740	contains	338
741	contains	275
741	contains	278
741	contains	57
742	contains	339
743	contains	340
743	contains	341
743	contains	87
743	contains	275
743	contains	299
744	contains	174
744	contains	9
745	contains	41
745	contains	275
746	contains	275
747	contains	141
748	contains	325
748	contains	98
748	contains	275
749	contains	154
749	contains	275
750	contains	342
750	contains	68
750	contains	316
750	contains	68
751	contains	316
752	contains	10
752	contains	141
753	contains	343
754	contains	344
755	contains	174
755	contains	345
755	contains	346
755	contains	347
755	contains	348
755	contains	115
755	contains	275
756	contains	275
757	contains	141
758	contains	87
758	contains	275
759	contains	349
759	contains	350
759	contains	275
759	contains	275
634	contains	141
760	contains	351
760	contains	154
760	contains	275
761	contains	141
762	contains	352
762	contains	275
763	contains	70
764	contains	353
764	contains	354
764	contains	275
764	contains	70
764	contains	105
764	contains	355
764	contains	355
765	contains	356
765	contains	275
766	contains	275
766	contains	314
766	contains	357
767	contains	275
767	contains	358
768	contains	63
768	contains	359
769	contains	152
769	contains	154
769	contains	360
769	contains	248
769	contains	11
769	contains	175
769	contains	361
769	contains	103
769	contains	104
769	contains	362
769	contains	70
769	contains	79
769	contains	248
769	contains	363
769	contains	70
769	contains	104
769	contains	364
769	contains	23
769	contains	206
770	contains	275
771	contains	365
771	contains	366
771	contains	367
771	contains	365
771	contains	368
772	contains	141
773	contains	369
773	contains	63
773	contains	370
773	contains	133
773	contains	371
774	contains	372
774	contains	360
774	contains	373
774	contains	374
774	contains	375
775	contains	375
775	contains	376
776	contains	314
776	contains	375
777	contains	377
777	contains	375
778	contains	378
779	contains	11
779	contains	375
780	contains	379
780	contains	380
780	contains	375
781	contains	381
781	contains	272
782	contains	382
782	contains	314
782	contains	22
782	contains	299
782	contains	135
783	contains	383
783	contains	384
783	contains	133
783	contains	371
784	contains	374
784	contains	375
785	contains	375
785	contains	385
786	contains	63
786	contains	375
787	contains	133
787	contains	371
787	contains	126
788	contains	360
788	contains	375
789	contains	133
789	contains	371
790	contains	115
790	contains	386
790	contains	387
790	contains	388
790	contains	389
790	contains	390
790	contains	375
791	contains	133
791	contains	371
792	contains	391
792	contains	392
792	contains	393
792	contains	67
792	contains	63
792	contains	268
792	contains	394
792	contains	395
792	contains	191
793	contains	396
793	contains	133
793	contains	371
793	contains	397
793	contains	398
793	contains	70
794	contains	9
794	contains	63
794	contains	399
794	contains	375
795	contains	400
795	contains	375
796	contains	371
796	contains	401
796	contains	133
796	contains	371
797	contains	402
797	contains	67
797	contains	133
798	contains	403
798	contains	404
798	contains	405
798	contains	314
798	contains	406
798	contains	407
798	contains	408
798	contains	409
798	contains	133
798	contains	371
799	contains	410
799	contains	411
799	contains	412
799	contains	115
799	contains	375
800	contains	413
800	contains	133
800	contains	371
801	contains	414
801	contains	415
802	contains	22
802	contains	416
802	contains	417
802	contains	39
802	contains	418
802	contains	314
802	contains	381
802	contains	272
803	contains	375
803	contains	419
803	contains	312
803	contains	420
803	contains	421
804	contains	375
805	contains	133
805	contains	371
805	contains	422
805	contains	210
805	contains	423
805	contains	380
806	contains	67
806	contains	424
806	contains	425
807	contains	314
807	contains	375
808	contains	375
808	contains	413
808	contains	222
809	contains	95
809	contains	426
809	contains	11
809	contains	427
809	contains	318
809	contains	115
810	contains	393
810	contains	413
811	contains	360
811	contains	428
811	contains	393
812	contains	375
813	contains	429
813	contains	430
813	contains	379
813	contains	431
814	contains	388
814	contains	63
814	contains	413
814	contains	133
814	contains	371
815	contains	432
815	contains	374
815	contains	375
816	contains	388
816	contains	375
817	contains	9
817	contains	433
817	contains	133
817	contains	371
818	contains	179
818	contains	375
818	contains	399
818	contains	360
818	contains	434
818	contains	128
819	contains	218
819	contains	435
819	contains	217
819	contains	388
819	contains	436
819	contains	322
819	contains	437
819	contains	222
819	contains	133
819	contains	371
820	contains	375
821	contains	84
821	contains	438
821	contains	375
822	contains	439
822	contains	374
822	contains	375
534	contains	63
534	contains	440
535	contains	263
535	contains	63
535	contains	348
535	contains	441
535	contains	442
535	contains	443
536	contains	444
536	contains	78
536	contains	445
536	contains	63
536	contains	154
536	contains	190
536	contains	63
536	contains	446
537	contains	9
537	contains	447
537	contains	448
537	contains	448
538	contains	449
538	contains	450
538	contains	451
538	contains	452
539	contains	453
539	contains	454
539	contains	15
540	contains	61
540	contains	455
540	contains	456
540	contains	457
540	contains	405
540	contains	314
540	contains	458
540	contains	459
540	contains	460
540	contains	78
540	contains	282
541	contains	461
541	contains	462
542	contains	33
542	contains	34
542	contains	84
542	contains	325
542	contains	463
542	contains	84
543	contains	464
543	contains	374
543	contains	465
543	contains	466
544	contains	292
544	contains	467
545	contains	468
546	contains	469
546	contains	470
546	contains	195
547	contains	115
547	contains	471
548	contains	472
548	contains	473
548	contains	474
549	contains	475
549	contains	292
549	contains	476
549	contains	47
549	contains	70
549	contains	105
550	contains	477
551	contains	478
552	contains	479
552	contains	480
552	contains	481
552	contains	482
552	contains	483
553	contains	484
553	contains	39
553	contains	63
553	contains	474
553	contains	314
553	contains	485
553	contains	473
553	contains	30
554	contains	486
554	contains	36
555	contains	487
555	contains	488
556	contains	489
556	contains	490
556	contains	70
557	contains	491
557	contains	492
558	contains	493
558	contains	327
558	contains	494
559	contains	495
559	contains	496
560	contains	95
560	contains	497
560	contains	482
560	contains	498
560	contains	499
560	contains	483
560	contains	500
561	contains	9
561	contains	501
562	contains	502
562	contains	503
563	contains	504
564	contains	505
565	contains	278
565	contains	443
566	contains	506
566	contains	507
567	contains	508
567	contains	374
567	contains	509
567	contains	65
568	contains	510
568	contains	41
568	contains	325
568	contains	511
568	contains	512
569	contains	513
569	contains	514
570	contains	515
570	contains	516
570	contains	6
570	contains	517
570	contains	518
570	contains	6
571	contains	95
571	contains	519
572	contains	520
572	contains	521
572	contains	522
573	contains	523
573	contains	475
574	contains	524
575	contains	525
575	contains	22
576	contains	113
576	contains	350
576	contains	526
577	contains	527
577	contains	528
577	contains	79
578	contains	529
578	contains	530
578	contains	531
579	contains	18
579	contains	532
579	contains	496
580	contains	533
580	contains	249
0	word2word	1
0	word2word	2
0	word2word	3
0	word2word	4
1	word2word	2
1	word2word	3
1	word2word	4
2	word2word	3
2	word2word	4
3	word2word	4
5	word2word	6
8	word2word	9
10	word2word	11
10	word2word	12
11	word2word	12
14	word2word	15
14	word2word	16
14	word2word	17
14	word2word	18
14	word2word	19
14	word2word	20
15	word2word	16
15	word2word	17
15	word2word	18
15	word2word	19
15	word2word	20
16	word2word	17
16	word2word	18
16	word2word	19
16	word2word	20
17	word2word	18
17	word2word	19
17	word2word	20
18	word2word	19
18	word2word	20
19	word2word	20
21	word2word	22
24	word2word	25
24	word2word	26
25	word2word	26
29	word2word	30
29	word2word	31
29	word2word	32
30	word2word	31
30	word2word	32
31	word2word	32
33	word2word	34
33	word2word	35
33	word2word	36
33	word2word	37
33	word2word	38
33	word2word	39
33	word2word	40
33	word2word	41
33	word2word	42
33	word2word	43
33	word2word	44
33	word2word	45
33	word2word	46
33	word2word	47
33	word2word	48
33	word2word	35
33	word2word	49
34	word2word	35
34	word2word	36
34	word2word	37
34	word2word	38
34	word2word	39
34	word2word	40
34	word2word	41
34	word2word	42
34	word2word	43
34	word2word	44
34	word2word	45
34	word2word	46
34	word2word	47
34	word2word	48
34	word2word	35
34	word2word	49
35	word2word	36
35	word2word	37
35	word2word	38
35	word2word	39
35	word2word	40
35	word2word	41
35	word2word	42
35	word2word	43
35	word2word	44
35	word2word	45
35	word2word	46
35	word2word	47
35	word2word	48
35	word2word	35
35	word2word	49
36	word2word	37
36	word2word	38
36	word2word	39
36	word2word	40
36	word2word	41
36	word2word	42
36	word2word	43
36	word2word	44
36	word2word	45
36	word2word	46
36	word2word	47
36	word2word	48
36	word2word	35
36	word2word	49
37	word2word	38
37	word2word	39
37	word2word	40
37	word2word	41
37	word2word	42
37	word2word	43
37	word2word	44
37	word2word	45
37	word2word	46
37	word2word	47
37	word2word	48
37	word2word	35
37	word2word	49
38	word2word	39
38	word2word	40
38	word2word	41
38	word2word	42
38	word2word	43
38	word2word	44
38	word2word	45
38	word2word	46
38	word2word	47
38	word2word	48
38	word2word	35
38	word2word	49
39	word2word	40
39	word2word	41
39	word2word	42
39	word2word	43
39	word2word	44
39	word2word	45
39	word2word	46
39	word2word	47
39	word2word	48
39	word2word	35
39	word2word	49
40	word2word	41
40	word2word	42
40	word2word	43
40	word2word	44
40	word2word	45
40	word2word	46
40	word2word	47
40	word2word	48
40	word2word	35
40	word2word	49
41	word2word	42
41	word2word	43
41	word2word	44
41	word2word	45
41	word2word	46
41	word2word	47
41	word2word	48
41	word2word	35
41	word2word	49
42	word2word	43
42	word2word	44
42	word2word	45
42	word2word	46
42	word2word	47
42	word2word	48
42	word2word	35
42	word2word	49
43	word2word	44
43	word2word	45
43	word2word	46
43	word2word	47
43	word2word	48
43	word2word	35
43	word2word	49
44	word2word	45
44	word2word	46
44	word2word	47
44	word2word	48
44	word2word	35
44	word2word	49
45	word2word	46
45	word2word	47
45	word2word	48
45	word2word	35
45	word2word	49
46	word2word	47
46	word2word	48
46	word2word	35
46	word2word	49
47	word2word	48
47	word2word	35
47	word2word	49
48	word2word	35
48	word2word	49
35	word2word	49
51	word2word	52
51	word2word	53
51	word2word	54
51	word2word	55
51	word2word	49
51	word2word	56
51	word2word	49
52	word2word	53
52	word2word	54
52	word2word	55
52	word2word	49
52	word2word	56
52	word2word	49
53	word2word	54
53	word2word	55
53	word2word	49
53	word2word	56
53	word2word	49
54	word2word	55
54	word2word	49
54	word2word	56
54	word2word	49
55	word2word	49
55	word2word	56
55	word2word	49
49	word2word	56
49	word2word	49
56	word2word	49
57	word2word	58
57	word2word	59
58	word2word	59
60	word2word	61
62	word2word	63
62	word2word	64
62	word2word	65
63	word2word	64
63	word2word	65
64	word2word	65
6	word2word	59
67	word2word	68
42	word2word	39
42	word2word	72
42	word2word	73
42	word2word	74
42	word2word	39
42	word2word	75
42	word2word	76
42	word2word	77
39	word2word	72
39	word2word	73
39	word2word	74
39	word2word	39
39	word2word	75
39	word2word	76
39	word2word	77
72	word2word	73
72	word2word	74
72	word2word	39
72	word2word	75
72	word2word	76
72	word2word	77
73	word2word	74
73	word2word	39
73	word2word	75
73	word2word	76
73	word2word	77
74	word2word	39
74	word2word	75
74	word2word	76
74	word2word	77
39	word2word	75
39	word2word	76
39	word2word	77
75	word2word	76
75	word2word	77
76	word2word	77
78	word2word	79
80	word2word	81
80	word2word	82
81	word2word	82
84	word2word	85
86	word2word	39
86	word2word	73
39	word2word	73
10	word2word	87
10	word2word	88
10	word2word	89
10	word2word	90
10	word2word	91
10	word2word	63
10	word2word	92
10	word2word	93
10	word2word	94
87	word2word	88
87	word2word	89
87	word2word	90
87	word2word	91
87	word2word	63
87	word2word	92
87	word2word	93
87	word2word	94
88	word2word	89
88	word2word	90
88	word2word	91
88	word2word	63
88	word2word	92
88	word2word	93
88	word2word	94
89	word2word	90
89	word2word	91
89	word2word	63
89	word2word	92
89	word2word	93
89	word2word	94
90	word2word	91
90	word2word	63
90	word2word	92
90	word2word	93
90	word2word	94
91	word2word	63
91	word2word	92
91	word2word	93
91	word2word	94
63	word2word	92
63	word2word	93
63	word2word	94
92	word2word	93
92	word2word	94
93	word2word	94
95	word2word	87
95	word2word	96
95	word2word	97
87	word2word	96
87	word2word	97
96	word2word	97
10	word2word	98
10	word2word	68
98	word2word	68
99	word2word	84
100	word2word	101
100	word2word	102
100	word2word	103
100	word2word	104
101	word2word	102
101	word2word	103
101	word2word	104
102	word2word	103
102	word2word	104
103	word2word	104
106	word2word	107
108	word2word	109
111	word2word	112
111	word2word	113
111	word2word	114
111	word2word	115
111	word2word	116
112	word2word	113
112	word2word	114
112	word2word	115
112	word2word	116
113	word2word	114
113	word2word	115
113	word2word	116
114	word2word	115
114	word2word	116
115	word2word	116
95	word2word	117
95	word2word	118
55	word2word	119
120	word2word	121
120	word2word	122
121	word2word	122
124	word2word	9
124	word2word	125
9	word2word	125
126	word2word	127
128	word2word	129
128	word2word	130
128	word2word	79
128	word2word	131
128	word2word	15
128	word2word	132
128	word2word	133
128	word2word	134
128	word2word	135
129	word2word	130
129	word2word	79
129	word2word	131
129	word2word	15
129	word2word	132
129	word2word	133
129	word2word	134
129	word2word	135
130	word2word	79
130	word2word	131
130	word2word	15
130	word2word	132
130	word2word	133
130	word2word	134
130	word2word	135
79	word2word	131
79	word2word	15
79	word2word	132
79	word2word	133
79	word2word	134
79	word2word	135
131	word2word	15
131	word2word	132
131	word2word	133
131	word2word	134
131	word2word	135
15	word2word	132
15	word2word	133
15	word2word	134
15	word2word	135
132	word2word	133
132	word2word	134
132	word2word	135
133	word2word	134
133	word2word	135
134	word2word	135
139	word2word	140
128	word2word	144
145	word2word	146
145	word2word	147
145	word2word	148
145	word2word	149
146	word2word	147
146	word2word	148
146	word2word	149
147	word2word	148
147	word2word	149
148	word2word	149
150	word2word	151
150	word2word	152
150	word2word	9
150	word2word	153
150	word2word	137
150	word2word	70
150	word2word	154
151	word2word	152
151	word2word	9
151	word2word	153
151	word2word	137
151	word2word	70
151	word2word	154
152	word2word	9
152	word2word	153
152	word2word	137
152	word2word	70
152	word2word	154
9	word2word	153
9	word2word	137
9	word2word	70
9	word2word	154
153	word2word	137
153	word2word	70
153	word2word	154
137	word2word	70
137	word2word	154
70	word2word	154
155	word2word	156
155	word2word	157
155	word2word	63
155	word2word	158
155	word2word	57
156	word2word	157
156	word2word	63
156	word2word	158
156	word2word	57
157	word2word	63
157	word2word	158
157	word2word	57
63	word2word	158
63	word2word	57
158	word2word	57
135	word2word	63
135	word2word	159
135	word2word	152
135	word2word	160
135	word2word	63
135	word2word	161
135	word2word	162
63	word2word	159
63	word2word	152
63	word2word	160
63	word2word	63
63	word2word	161
63	word2word	162
159	word2word	152
159	word2word	160
159	word2word	63
159	word2word	161
159	word2word	162
152	word2word	160
152	word2word	63
152	word2word	161
152	word2word	162
160	word2word	63
160	word2word	161
160	word2word	162
63	word2word	161
63	word2word	162
161	word2word	162
163	word2word	137
164	word2word	61
164	word2word	57
61	word2word	57
145	word2word	165
145	word2word	166
145	word2word	165
145	word2word	167
145	word2word	168
165	word2word	166
165	word2word	165
165	word2word	167
165	word2word	168
166	word2word	165
166	word2word	167
166	word2word	168
165	word2word	167
165	word2word	168
167	word2word	168
169	word2word	170
169	word2word	171
169	word2word	172
170	word2word	171
170	word2word	172
171	word2word	172
174	word2word	175
174	word2word	176
174	word2word	129
175	word2word	176
175	word2word	129
176	word2word	129
145	word2word	177
145	word2word	178
145	word2word	179
177	word2word	178
177	word2word	179
178	word2word	179
1	word2word	180
1	word2word	1
1	word2word	181
1	word2word	182
1	word2word	183
1	word2word	65
180	word2word	1
180	word2word	181
180	word2word	182
180	word2word	183
180	word2word	65
1	word2word	181
1	word2word	182
1	word2word	183
1	word2word	65
181	word2word	182
181	word2word	183
181	word2word	65
182	word2word	183
182	word2word	65
183	word2word	65
78	word2word	185
186	word2word	187
186	word2word	188
187	word2word	188
191	word2word	192
191	word2word	162
192	word2word	162
193	word2word	194
193	word2word	195
193	word2word	196
193	word2word	63
193	word2word	63
193	word2word	197
193	word2word	198
193	word2word	63
193	word2word	199
193	word2word	63
193	word2word	200
194	word2word	195
194	word2word	196
194	word2word	63
194	word2word	63
194	word2word	197
194	word2word	198
194	word2word	63
194	word2word	199
194	word2word	63
194	word2word	200
195	word2word	196
195	word2word	63
195	word2word	63
195	word2word	197
195	word2word	198
195	word2word	63
195	word2word	199
195	word2word	63
195	word2word	200
196	word2word	63
196	word2word	63
196	word2word	197
196	word2word	198
196	word2word	63
196	word2word	199
196	word2word	63
196	word2word	200
63	word2word	63
63	word2word	197
63	word2word	198
63	word2word	63
63	word2word	199
63	word2word	63
63	word2word	200
63	word2word	197
63	word2word	198
63	word2word	63
63	word2word	199
63	word2word	63
63	word2word	200
197	word2word	198
197	word2word	63
197	word2word	199
197	word2word	63
197	word2word	200
198	word2word	63
198	word2word	199
198	word2word	63
198	word2word	200
63	word2word	199
63	word2word	63
63	word2word	200
199	word2word	63
199	word2word	200
63	word2word	200
145	word2word	201
202	word2word	127
202	word2word	203
127	word2word	203
207	word2word	208
207	word2word	209
208	word2word	209
210	word2word	211
210	word2word	212
211	word2word	212
213	word2word	214
213	word2word	11
213	word2word	215
213	word2word	216
213	word2word	217
213	word2word	218
213	word2word	219
213	word2word	220
213	word2word	221
213	word2word	222
213	word2word	223
213	word2word	128
213	word2word	162
214	word2word	11
214	word2word	215
214	word2word	216
214	word2word	217
214	word2word	218
214	word2word	219
214	word2word	220
214	word2word	221
214	word2word	222
214	word2word	223
214	word2word	128
214	word2word	162
11	word2word	215
11	word2word	216
11	word2word	217
11	word2word	218
11	word2word	219
11	word2word	220
11	word2word	221
11	word2word	222
11	word2word	223
11	word2word	128
11	word2word	162
215	word2word	216
215	word2word	217
215	word2word	218
215	word2word	219
215	word2word	220
215	word2word	221
215	word2word	222
215	word2word	223
215	word2word	128
215	word2word	162
216	word2word	217
216	word2word	218
216	word2word	219
216	word2word	220
216	word2word	221
216	word2word	222
216	word2word	223
216	word2word	128
216	word2word	162
217	word2word	218
217	word2word	219
217	word2word	220
217	word2word	221
217	word2word	222
217	word2word	223
217	word2word	128
217	word2word	162
218	word2word	219
218	word2word	220
218	word2word	221
218	word2word	222
218	word2word	223
218	word2word	128
218	word2word	162
219	word2word	220
219	word2word	221
219	word2word	222
219	word2word	223
219	word2word	128
219	word2word	162
220	word2word	221
220	word2word	222
220	word2word	223
220	word2word	128
220	word2word	162
221	word2word	222
221	word2word	223
221	word2word	128
221	word2word	162
222	word2word	223
222	word2word	128
222	word2word	162
223	word2word	128
223	word2word	162
128	word2word	162
224	word2word	128
224	word2word	225
128	word2word	225
226	word2word	227
226	word2word	228
226	word2word	57
227	word2word	228
227	word2word	57
228	word2word	57
229	word2word	230
232	word2word	153
232	word2word	233
232	word2word	6
153	word2word	233
153	word2word	6
233	word2word	6
218	word2word	234
218	word2word	235
218	word2word	236
234	word2word	235
234	word2word	236
235	word2word	236
19	word2word	237
238	word2word	239
196	word2word	240
196	word2word	241
196	word2word	242
196	word2word	243
196	word2word	135
240	word2word	241
240	word2word	242
240	word2word	243
240	word2word	135
241	word2word	242
241	word2word	243
241	word2word	135
242	word2word	243
242	word2word	135
243	word2word	135
244	word2word	245
244	word2word	246
245	word2word	246
247	word2word	248
247	word2word	249
247	word2word	249
247	word2word	250
247	word2word	135
248	word2word	249
248	word2word	249
248	word2word	250
248	word2word	135
249	word2word	249
249	word2word	250
249	word2word	135
249	word2word	250
249	word2word	135
250	word2word	135
251	word2word	24
251	word2word	252
251	word2word	253
24	word2word	252
24	word2word	253
252	word2word	253
41	word2word	254
254	word2word	67
255	word2word	256
255	word2word	257
255	word2word	258
255	word2word	259
256	word2word	257
256	word2word	258
256	word2word	259
257	word2word	258
257	word2word	259
258	word2word	259
260	word2word	261
260	word2word	262
260	word2word	254
261	word2word	262
261	word2word	254
262	word2word	254
263	word2word	63
263	word2word	87
263	word2word	254
263	word2word	154
63	word2word	87
63	word2word	254
63	word2word	154
87	word2word	254
87	word2word	154
254	word2word	154
14	word2word	254
14	word2word	264
254	word2word	264
265	word2word	87
265	word2word	266
265	word2word	254
87	word2word	266
87	word2word	254
266	word2word	254
145	word2word	254
154	word2word	70
154	word2word	254
70	word2word	254
63	word2word	254
63	word2word	63
63	word2word	222
254	word2word	63
254	word2word	222
63	word2word	222
254	word2word	267
268	word2word	87
268	word2word	254
268	word2word	206
268	word2word	68
268	word2word	269
87	word2word	254
87	word2word	206
87	word2word	68
87	word2word	269
254	word2word	206
254	word2word	68
254	word2word	269
206	word2word	68
206	word2word	269
68	word2word	269
9	word2word	63
9	word2word	9
9	word2word	70
9	word2word	70
9	word2word	63
9	word2word	63
9	word2word	57
9	word2word	270
9	word2word	271
9	word2word	272
9	word2word	63
9	word2word	85
9	word2word	273
63	word2word	9
63	word2word	70
63	word2word	70
63	word2word	63
63	word2word	63
63	word2word	57
63	word2word	270
63	word2word	271
63	word2word	272
63	word2word	63
63	word2word	85
63	word2word	273
9	word2word	70
9	word2word	70
9	word2word	63
9	word2word	63
9	word2word	57
9	word2word	270
9	word2word	271
9	word2word	272
9	word2word	63
9	word2word	85
9	word2word	273
70	word2word	70
70	word2word	63
70	word2word	63
70	word2word	57
70	word2word	270
70	word2word	271
70	word2word	272
70	word2word	63
70	word2word	85
70	word2word	273
70	word2word	63
70	word2word	63
70	word2word	57
70	word2word	270
70	word2word	271
70	word2word	272
70	word2word	63
70	word2word	85
70	word2word	273
63	word2word	63
63	word2word	57
63	word2word	270
63	word2word	271
63	word2word	272
63	word2word	63
63	word2word	85
63	word2word	273
63	word2word	57
63	word2word	270
63	word2word	271
63	word2word	272
63	word2word	63
63	word2word	85
63	word2word	273
57	word2word	270
57	word2word	271
57	word2word	272
57	word2word	63
57	word2word	85
57	word2word	273
270	word2word	271
270	word2word	272
270	word2word	63
270	word2word	85
270	word2word	273
271	word2word	272
271	word2word	63
271	word2word	85
271	word2word	273
272	word2word	63
272	word2word	85
272	word2word	273
63	word2word	85
63	word2word	273
85	word2word	273
254	word2word	274
254	word2word	275
274	word2word	275
276	word2word	257
276	word2word	277
257	word2word	277
278	word2word	254
278	word2word	279
254	word2word	279
280	word2word	254
254	word2word	68
87	word2word	281
87	word2word	254
87	word2word	146
281	word2word	254
281	word2word	146
254	word2word	146
282	word2word	266
282	word2word	254
266	word2word	254
283	word2word	266
283	word2word	254
266	word2word	254
254	word2word	168
254	word2word	284
168	word2word	284
285	word2word	286
285	word2word	287
285	word2word	288
285	word2word	137
285	word2word	84
285	word2word	14
285	word2word	289
285	word2word	290
285	word2word	254
286	word2word	287
286	word2word	288
286	word2word	137
286	word2word	84
286	word2word	14
286	word2word	289
286	word2word	290
286	word2word	254
287	word2word	288
287	word2word	137
287	word2word	84
287	word2word	14
287	word2word	289
287	word2word	290
287	word2word	254
288	word2word	137
288	word2word	84
288	word2word	14
288	word2word	289
288	word2word	290
288	word2word	254
137	word2word	84
137	word2word	14
137	word2word	289
137	word2word	290
137	word2word	254
84	word2word	14
84	word2word	289
84	word2word	290
84	word2word	254
14	word2word	289
14	word2word	290
14	word2word	254
289	word2word	290
289	word2word	254
290	word2word	254
266	word2word	254
87	word2word	254
87	word2word	22
87	word2word	154
87	word2word	268
254	word2word	22
254	word2word	154
254	word2word	268
22	word2word	154
22	word2word	268
154	word2word	268
87	word2word	266
87	word2word	254
266	word2word	254
254	word2word	291
292	word2word	68
292	word2word	84
292	word2word	254
68	word2word	84
68	word2word	254
84	word2word	254
254	word2word	63
254	word2word	293
254	word2word	294
63	word2word	293
63	word2word	294
293	word2word	294
266	word2word	295
266	word2word	296
266	word2word	297
266	word2word	298
295	word2word	296
295	word2word	297
295	word2word	298
296	word2word	297
296	word2word	298
297	word2word	298
145	word2word	254
275	word2word	299
275	word2word	63
275	word2word	300
275	word2word	301
275	word2word	302
275	word2word	63
275	word2word	275
275	word2word	254
299	word2word	63
299	word2word	300
299	word2word	301
299	word2word	302
299	word2word	63
299	word2word	275
299	word2word	254
63	word2word	300
63	word2word	301
63	word2word	302
63	word2word	63
63	word2word	275
63	word2word	254
300	word2word	301
300	word2word	302
300	word2word	63
300	word2word	275
300	word2word	254
301	word2word	302
301	word2word	63
301	word2word	275
301	word2word	254
302	word2word	63
302	word2word	275
302	word2word	254
63	word2word	275
63	word2word	254
275	word2word	254
303	word2word	290
303	word2word	304
290	word2word	304
254	word2word	294
235	word2word	254
305	word2word	306
305	word2word	307
305	word2word	308
305	word2word	274
306	word2word	307
306	word2word	308
306	word2word	274
307	word2word	308
307	word2word	274
308	word2word	274
63	word2word	309
63	word2word	68
63	word2word	278
63	word2word	23
63	word2word	254
309	word2word	68
309	word2word	278
309	word2word	23
309	word2word	254
68	word2word	278
68	word2word	23
68	word2word	254
278	word2word	23
278	word2word	254
23	word2word	254
87	word2word	273
87	word2word	254
273	word2word	254
280	word2word	310
311	word2word	141
95	word2word	312
95	word2word	313
95	word2word	314
95	word2word	275
312	word2word	313
312	word2word	314
312	word2word	275
313	word2word	314
313	word2word	275
314	word2word	275
275	word2word	63
275	word2word	203
275	word2word	315
63	word2word	203
63	word2word	315
203	word2word	315
317	word2word	68
317	word2word	275
68	word2word	275
318	word2word	319
318	word2word	39
318	word2word	320
318	word2word	321
318	word2word	145
318	word2word	322
318	word2word	318
318	word2word	141
319	word2word	39
319	word2word	320
319	word2word	321
319	word2word	145
319	word2word	322
319	word2word	318
319	word2word	141
39	word2word	320
39	word2word	321
39	word2word	145
39	word2word	322
39	word2word	318
39	word2word	141
320	word2word	321
320	word2word	145
320	word2word	322
320	word2word	318
320	word2word	141
321	word2word	145
321	word2word	322
321	word2word	318
321	word2word	141
145	word2word	322
145	word2word	318
145	word2word	141
322	word2word	318
322	word2word	141
318	word2word	141
323	word2word	153
323	word2word	324
323	word2word	325
323	word2word	145
323	word2word	326
323	word2word	327
323	word2word	328
323	word2word	32
323	word2word	329
323	word2word	330
323	word2word	141
323	word2word	9
323	word2word	32
153	word2word	324
153	word2word	325
153	word2word	145
153	word2word	326
153	word2word	327
153	word2word	328
153	word2word	32
153	word2word	329
153	word2word	330
153	word2word	141
153	word2word	9
153	word2word	32
324	word2word	325
324	word2word	145
324	word2word	326
324	word2word	327
324	word2word	328
324	word2word	32
324	word2word	329
324	word2word	330
324	word2word	141
324	word2word	9
324	word2word	32
325	word2word	145
325	word2word	326
325	word2word	327
325	word2word	328
325	word2word	32
325	word2word	329
325	word2word	330
325	word2word	141
325	word2word	9
325	word2word	32
145	word2word	326
145	word2word	327
145	word2word	328
145	word2word	32
145	word2word	329
145	word2word	330
145	word2word	141
145	word2word	9
145	word2word	32
326	word2word	327
326	word2word	328
326	word2word	32
326	word2word	329
326	word2word	330
326	word2word	141
326	word2word	9
326	word2word	32
327	word2word	328
327	word2word	32
327	word2word	329
327	word2word	330
327	word2word	141
327	word2word	9
327	word2word	32
328	word2word	32
328	word2word	329
328	word2word	330
328	word2word	141
328	word2word	9
328	word2word	32
32	word2word	329
32	word2word	330
32	word2word	141
32	word2word	9
32	word2word	32
329	word2word	330
329	word2word	141
329	word2word	9
329	word2word	32
330	word2word	141
330	word2word	9
330	word2word	32
141	word2word	9
141	word2word	32
9	word2word	32
153	word2word	331
153	word2word	332
331	word2word	332
334	word2word	335
334	word2word	336
334	word2word	275
335	word2word	336
335	word2word	275
336	word2word	275
337	word2word	338
275	word2word	278
275	word2word	57
278	word2word	57
340	word2word	341
340	word2word	87
340	word2word	275
340	word2word	299
341	word2word	87
341	word2word	275
341	word2word	299
87	word2word	275
87	word2word	299
275	word2word	299
174	word2word	9
41	word2word	275
325	word2word	98
325	word2word	275
98	word2word	275
154	word2word	275
342	word2word	68
342	word2word	316
342	word2word	68
68	word2word	316
68	word2word	68
316	word2word	68
10	word2word	141
174	word2word	345
174	word2word	346
174	word2word	347
174	word2word	348
174	word2word	115
174	word2word	275
345	word2word	346
345	word2word	347
345	word2word	348
345	word2word	115
345	word2word	275
346	word2word	347
346	word2word	348
346	word2word	115
346	word2word	275
347	word2word	348
347	word2word	115
347	word2word	275
348	word2word	115
348	word2word	275
115	word2word	275
87	word2word	275
349	word2word	350
349	word2word	275
349	word2word	275
350	word2word	275
350	word2word	275
275	word2word	275
351	word2word	154
351	word2word	275
154	word2word	275
352	word2word	275
353	word2word	354
353	word2word	275
353	word2word	70
353	word2word	105
